Disclosure Date,CVE_ID
2016-06-03,CVE-2016-4997
2021-07-07,CVE-2021-22555
2021-07-07,cve-2021-22555
2018-07-26,CVE-2018-10900
2017-01-05,CVE-2017-0358
2015-06-16,CVE-2015-1328
2015-06-16,CVE-2015-8660
2015-06-16,cve-2015-1328
2011-04-01,CVE-2011-1485
2024-03-19,CVE-2024-2389
2024-03-19,cve-2024-2389
2024-03-19,cve-2024-1212
2019-07-04,CVE-2019-13272
2018-11-01,CVE-2018-5333
2018-11-01,CVE-2019-9213
2018-11-01,cve-2018-5333
2010-10-20,CVE-2010-3904
2010-10-20,cve-2010-3904
2014-02-02,CVE-2014-0038
2024-01-31,CVE-2024-21626
2024-01-31,cve-2024-21626
2019-06-05,CVE-2019-12181
2019-06-05,cve-2019-12181
2023-01-18,CVE-2023-22809
2023-01-18,cve-2023-22809
2021-01-26,CVE-2021-3156
2021-01-26,cve-2021-3156
2010-11-17,cve-2010-4170
2016-10-10,CVE-2016-5425
2016-09-30,CVE-2016-1240
2022-09-13,CVE-2022-37706
2024-11-19,CVE-2024-48990
2017-08-10,CVE-2017-1000112
2017-08-10,cve-2017-1000112
2021-09-21,cve-2021-22015
2024-06-18,CVE-2024-37081
2013-08-22,cve-2013-1662
2022-08-02,CVE-2022-31660
2022-04-06,CVE-2022-22960
2022-01-28,CVE-2022-22942
2022-01-28,cve-2022-22942
2021-10-27,CVE-2022-37393
2022-06-14,CVE-2022-30525
2022-06-14,CVE-2022-30526
2020-07-31,CVE-2020-13151
2020-07-31,cve-2020-13151
2023-10-16,CVE-2023-20198
2023-10-16,CVE-2023-20273
2023-10-16,cve-2023-20198
2021-09-14,CVE-2021-38647
2021-09-14,cve-2021-38647
2024-10-23,cve-2024-47575
2015-11-18,CVE-2015-8103
2017-04-09,cve-2017-6553
2017-04-09,cve-2017-6554
2020-04-30,cve-2020-11651
2020-04-30,cve-2020-11652
2017-08-08,CVE-2017-12477
2023-03-31,cve-2023-28771
2022-02-18,CVE-2022-0543
2017-03-24,CVE-2017-7494
2015-01-27,CVE-2015-0235
2020-04-21,cve-2020-4427
2020-04-21,cve-2020-4428
2020-04-21,cve-2020-4429
2020-04-21,cve-2020-4430
2023-08-29,CVE-2023-34039
2023-08-29,cve-2023-34039
2018-11-05,CVE-2018-18556
2018-11-05,cve-2018-18556
2013-02-01,cve-2019-20215
2013-02-01,cve-2023-33625
2019-12-17,cve-2019-19781
2023-07-18,cve-2023-3519
2023-08-17,cve-2023-36844
2023-08-17,cve-2023-36845
2012-06-12,CVE-2012-0217
2012-06-12,cve-2012-0217
2020-07-07,CVE-2020-7457
2013-06-18,CVE-2013-2171
2016-08-25,CVE-2016-4669
2016-08-25,CVE-2018-4162
2018-03-15,CVE-2017-13861
2018-03-15,CVE-2018-4233
2018-03-15,cve-2018-4233
2019-09-26,CVE-2019-2215
2019-09-26,cve-2019-2215
2014-05-03,CVE-2014-3153
2017-07-31,CVE-2017-13156
2013-09-06,CVE-2013-6282
2018-10-25,cve-2018-14665
2017-01-21,CVE-2017-5154
2023-04-25,CVE-2023-27524
2023-04-25,cve-2023-27524
2024-03-12,CVE-2024-20767
2014-11-05,CVE-2014-6038
2014-11-05,CVE-2014-6039
2023-05-23,CVE-2023-2825
2023-05-23,cve-2023-2825
2020-03-30,CVE-2020-5723
2020-03-30,CVE-2020-5724
2017-09-23,cve-2017-7921
2023-04-08,CVE-2024-30851
2023-04-08,CVE-2024-30851
2024-01-24,CVE-2024-23897
2021-07-15,CVE-2021-28164
2021-07-15,CVE-2021-34429
2024-06-11,CVE-2024-34102
2024-10-19,CVE-2024-45309
2023-11-21,CVE-2023-49103
2023-11-21,cve-2023-49103
2023-04-21,CVE-2023-26876
2024-06-25,CVE-2024-5806
2024-06-25,cve-2024-5806
2022-08-18,cve-2021-36782
2020-04-30,cve-2020-11651
2020-04-30,cve-2020-11652
2024-08-22,CVE-2024-28987
2024-08-22,cve-2024-28987
2020-04-09,CVE-2020-3952
2022-02-28,CVE-2022-0739
Nov 17 2014,CVE-2014-7992
2015-07-10,cve-2015-2856
2015-07-10,cve-2015-2857
2014-12-17,CVE-2014-9222
2021-01-05,CVE-2020-17519
2014-09-24,CVE-2014-6271
2014-09-24,CVE-2014-6278
2021-05-10,CVE-2021-41773
2021-05-10,CVE-2021-42013
2021-05-10,cve-2021-41773
2023-10-25,cve-2023-4966
2019-12-17,CVE-2019-19781
2019-01-21,CVE-2019-0724
2022-02-25,CVE-2021-4191
2022-02-25,cve-2021-4191
2021-12-02,CVE-2021-43798
May 05 2017,CVE-2017-5689
2023-02-01,cve-2023-23752
2015-03-20,CVE-2015-2562
2020-04-02,CVE-2019-9960
2020-04-02,CVE-2020-11455
2020-04-02,cve-2019-9960
2021-12-09,CVE-2021-44228
2021-12-09,cve-2021-44228
2025-01-30,cve-2024-46506
Nov 16 2012,cve-2012-4959
Nov 16 2012,cve-2012-4959
2014-02-28,cve-2013-5795
2014-02-28,cve-2013-5880
2014-02-28,cve-2013-5877
2014-02-28,cve-2013-5880
2025-01-12,CVE-2024-57727
2025-01-12,cve-2024-57727
2013-11-06,CVE-2013-3621
2013-11-06,CVE-2013-3623
Nov 06 2013,CVE-2013-3619
2020-06-01,cve-2020-5410
2019-04-17,cve-2019-3799
2022-02-09,CVE-2019-18818
2024-06-04,CVE-2024-4358
2024-06-04,cve-2024-1800
2024-06-04,cve-2024-4358
2019-02-18,CVE-2019-8903
2014-10-22,CVE-2014-7816
2021-09-17,CVE-2021-39327
2023-11-14,CVE-2023-6063
2024-09-11,CVE-2024-8522
2024-09-11,CVE-2024-8529
2024-09-11,cve-2024-8522
2024-09-11,cve-2024-8529
2021-12-13,CVE-2021-24946
2022-01-23,CVE-2021-24862
2021-11-08,CVE-2021-24931
2024-09-25,CVE-2024-43917
2024-02-10,CVE-2024-1071
2023-03-22,cve-2023-28121
2016-09-29,CVE-2016-6415
2016-09-29,cve-2016-6415
2023-04-11,CVE-2023-21554
Jun 09 2012,cve-2012-2122
2019-05-14,CVE-2019-0708
2015-12-20,cve-2015-7755
2018-10-16,CVE-2018-10933
Jun 5 2014,cve-2014-0224
Oct 14 2014,CVE-2011-3389
Oct 14 2014,CVE-2013-2566
Oct 14 2014,CVE-2014-3566
Oct 14 2014,CVE-2015-4000
Oct 14 2014,CVE-2016-0800
Oct 14 2014,CVE-2022-3358
2019-08-09,CVE-2019-12258
2015-07-28,cve-2015-5477
2016-09-27,cve-2016-2776
2012-11-16,cve-2012-4959
2021-05-27,CVE-2021-31806
2021-05-27,CVE-2021-31807
2018-06-03,cve-2018-11646
2014-11-20,CVE-2014-9034
2014-06-05,CVE-2014-0195
2021-05-11,CVE-2021-31166
2014-12-17,CVE-2014-9222
2023-10-04,CVE-2023-22515
2023-10-04,cve-2023-22515
2023-10-16,CVE-2023-20198
2023-10-16,cve-2023-20198
2023-10-16,CVE-2023-20198
2023-10-16,CVE-2023-20273
2023-10-16,cve-2023-20198
2024-07-20,CVE-2024-20419
2024-06-25,CVE-2024-5276
2024-01-11,CVE-2023-7028
2017-09-23,cve-2017-7921
2020-04-21,cve-2020-4427
2020-04-21,cve-2020-4428
2020-04-21,cve-2020-4429
2020-04-21,cve-2020-4430
2023-11-27,CVE-2023-6329
2024-08-05,CVE-2024-7593
2020-06-15,CVE-2020-10923
2020-06-15,CVE-2020-10924
2019-06-03,CVE-2019-12477
2015-06-03,CVE-2015-2996
2015-06-03,CVE-2015-2997
2024-08-29,CVE-2024-6670
2024-08-29,cve-2024-6670
2024-01-10,CVE-2023-6875
2014-11-18,cve-2014-6324
2020-04-09,cve-2020-3952
2020-10-03,CVE-2020-6207
2018-03-14,CVE-2018-2392
2018-03-14,CVE-2018-2393
2025-02-13,CVE-2025-22896
2025-02-13,CVE-2025-24865
