CVE_ID,vendorProject,product,knownRansomwareCampaignUse,cwes
CVE-2017-0005,Microsoft,Windows,Unknown,CWE-119
CVE-2017-0149,Microsoft,Internet Explorer,Unknown,CWE-119
CVE-2017-0210,Microsoft,Internet Explorer,Unknown,
CVE-2017-8291,Artifex,Ghostscript,Unknown,CWE-704
CVE-2017-8543,Microsoft,Windows,Unknown,CWE-281
CVE-2017-18362,Kaseya,Virtual System/Server Administrator (VSA),Known,CWE-89
CVE-2016-0162,Microsoft,Internet Explorer,Unknown,CWE-200
CVE-2016-3351,Microsoft,Internet Explorer and Edge,Known,CWE-200
CVE-2016-4655,Apple,iOS,Unknown,CWE-200
CVE-2016-4656,Apple,iOS,Unknown,CWE-264
CVE-2016-4657,Apple,iOS,Unknown,CWE-119
CVE-2016-6366,Cisco,Adaptive Security Appliance (ASA),Unknown,CWE-119
CVE-2016-6367,Cisco,Adaptive Security Appliance (ASA),Unknown,CWE-77
CVE-2016-3298,Microsoft,Internet Explorer,Unknown,CWE-200
CVE-2022-20821,Cisco,IOS XR,Unknown,CWE-923
CVE-2021-1048,Android,Kernel,Unknown,CWE-416
CVE-2021-0920,Android,Kernel,Unknown,"CWE-362, CWE-416"
CVE-2021-30883,Apple,Multiple Products,Unknown,CWE-787
CVE-2020-1027,Microsoft,Windows,Unknown,CWE-787
CVE-2020-0638,Microsoft,Update Notification Manager,Known,
CVE-2019-7286,Apple,Multiple Products,Unknown,CWE-787
CVE-2019-7287,Apple,iOS,Unknown,CWE-787
CVE-2019-0676,Microsoft,Internet Explorer,Unknown,
CVE-2019-5786,Google,Chrome Blink,Unknown,CWE-416
CVE-2019-0703,Microsoft,Windows,Unknown,
CVE-2019-0880,Microsoft,Windows,Unknown,
CVE-2019-13720,Google,Chrome WebAudio,Unknown,CWE-416
CVE-2019-11707,Mozilla,Firefox and Thunderbird,Unknown,CWE-843
CVE-2019-11708,Mozilla,Firefox and Thunderbird,Unknown,CWE-20
CVE-2019-8720,WebKitGTK,WebKitGTK,Unknown,CWE-119
CVE-2019-18426,Meta Platforms,WhatsApp,Unknown,CWE-79
CVE-2019-1385,Microsoft,Windows,Known,CWE-59
CVE-2019-1130,Microsoft,Windows,Known,CWE-59
CVE-2018-5002,Adobe,Flash Player,Unknown,CWE-787
CVE-2018-8589,Microsoft,Win32k,Unknown,
CVE-2022-30525,Zyxel,Multiple Firewalls,Unknown,CWE-78
CVE-2022-22947,VMware,Spring Cloud Gateway,Unknown,CWE-94
CVE-2022-1388,F5,BIG-IP,Known,CWE-306
CVE-2021-1789,Apple,Multiple Products,Unknown,CWE-843
CVE-2019-8506,Apple,Multiple Products,Unknown,CWE-843
CVE-2014-4113,Microsoft,Win32k,Unknown,CWE-264
CVE-2014-0322,Microsoft,Internet Explorer,Unknown,CWE-416
CVE-2014-0160,OpenSSL,OpenSSL,Unknown,CWE-125
CVE-2022-29464,WSO2,Multiple Products,Known,CWE-22
CVE-2022-26904,Microsoft,Windows,Unknown,CWE-362
CVE-2022-21919,Microsoft,Windows,Unknown,CWE-1386
CVE-2022-0847,Linux,Kernel,Unknown,CWE-665
CVE-2021-41357,Microsoft,Win32k,Unknown,
CVE-2021-40450,Microsoft,Win32k,Unknown,
CVE-2019-1003029,Jenkins,Script Security Plugin,Unknown,
CVE-2018-6882,Synacor,Zimbra Collaboration Suite (ZCS),Known,CWE-79
CVE-2019-3568,Meta Platforms,WhatsApp,Unknown,CWE-122
CVE-2022-22718,Microsoft,Windows,Unknown,
CVE-2022-22960,VMware,Multiple Products,Unknown,CWE-250
CVE-2022-1364,Google,Chromium V8,Unknown,CWE-843
CVE-2019-3929,Crestron,Multiple Products,Unknown,CWE-79
CVE-2019-16057,D-Link,DNS-320 Storage Device,Known,CWE-78
CVE-2018-7841,Schneider Electric,U.motion Builder,Unknown,CWE-89
CVE-2016-4523,Trihedral,VTScada (formerly VTS),Unknown,CWE-119
CVE-2014-0780,InduSoft,Web Studio,Unknown,CWE-22
CVE-2010-5330,Ubiquiti,AirOS,Unknown,CWE-77
CVE-2007-3010,Alcatel,OmniPCX Enterprise,Unknown,CWE-20
CVE-2022-22954,VMware,Workspace ONE Access and Identity Manager,Known,CWE-94
CVE-2022-24521,Microsoft,Windows,Known,"CWE-787, CWE-1285"
CVE-2018-7602,Drupal,Core,Known,
CVE-2018-20753,Kaseya,Virtual System/Server Administrator (VSA),Known,
CVE-2015-5123,Adobe,Flash Player,Unknown,CWE-416
CVE-2015-5122,Adobe,Flash Player,Unknown,CWE-416
CVE-2015-3113,Adobe,Flash Player,Unknown,CWE-119
CVE-2015-2502,Microsoft,Internet Explorer,Unknown,CWE-119
CVE-2015-0313,Adobe,Flash Player,Unknown,CWE-416
CVE-2015-0311,Adobe,Flash Player,Unknown,
CVE-2014-9163,Adobe,Flash Player,Unknown,
CVE-2022-23176,WatchGuard,Firebox and XTM,Unknown,
CVE-2021-42287,Microsoft,Active Directory,Known,CWE-269
CVE-2021-42278,Microsoft,Active Directory,Known,CWE-20
CVE-2021-39793,Google,Pixel,Unknown,CWE-787
CVE-2021-27852,Checkbox,Checkbox Survey,Unknown,CWE-502
CVE-2021-22600,Linux,Kernel,Unknown,CWE-415
CVE-2020-2509,QNAP,QNAP Network-Attached Storage (NAS),Unknown,"CWE-77, CWE-78"
CVE-2017-11317,Telerik,User Interface (UI) for ASP.NET AJAX,Unknown,CWE-326
CVE-2021-3156,Sudo,Sudo,Unknown,"CWE-122, CWE-193"
CVE-2021-31166,Microsoft,HTTP Protocol Stack,Unknown,CWE-416
CVE-2017-0148,Microsoft,SMBv1 server,Known,CWE-20
CVE-2022-22965,VMware,Spring Framework,Unknown,CWE-94
CVE-2022-22675,Apple,macOS,Unknown,"CWE-20, CWE-125"
CVE-2022-22674,Apple,macOS,Unknown,"CWE-20, CWE-125"
CVE-2021-45382,D-Link,Multiple Routers,Unknown,CWE-78
CVE-2022-26871,Trend Micro,Apex Central,Unknown,CWE-184
CVE-2022-1040,Sophos,Firewall,Unknown,CWE-158
CVE-2021-34484,Microsoft,Windows,Unknown,CWE-269
CVE-2021-28799,QNAP,Network Attached Storage (NAS),Known,CWE-285
CVE-2021-21551,Dell,dbutil Driver,Unknown,CWE-782
CVE-2018-10562,Dasan,Gigabit Passive Optical Network (GPON) Routers,Known,CWE-78
CVE-2018-10561,Dasan,Gigabit Passive Optical Network (GPON) Routers,Unknown,CWE-287
CVE-2022-1096,Google,Chromium V8,Unknown,CWE-843
CVE-2022-0543,Redis,Debian-specific Redis Servers,Unknown,CWE-862
CVE-2021-38646,Microsoft,Office,Known,
CVE-2021-34486,Microsoft,Windows,Unknown,CWE-416
CVE-2021-26085,Atlassian,Confluence Server,Known,CWE-425
CVE-2021-20028,SonicWall,Secure Remote Access (SRA),Known,CWE-89
CVE-2019-7483,SonicWall,SMA100,Unknown,CWE-22
CVE-2018-8440,Microsoft,Windows,Known,
CVE-2018-8406,Microsoft,DirectX Graphics Kernel (DXGKRNL),Known,CWE-404
CVE-2018-8405,Microsoft,DirectX Graphics Kernel (DXGKRNL),Known,CWE-404
CVE-2017-0213,Microsoft,Windows,Known,
CVE-2017-0059,Microsoft,Internet Explorer,Unknown,CWE-200
CVE-2017-0037,Microsoft,Edge and Internet Explorer,Unknown,CWE-704
CVE-2016-7201,Microsoft,Edge,Unknown,CWE-119
CVE-2016-7200,Microsoft,Edge,Unknown,CWE-119
CVE-2016-0189,Microsoft,Internet Explorer,Unknown,CWE-119
CVE-2016-0151,Microsoft,Client-Server Run-time Subsystem (CSRSS),Known,CWE-264
CVE-2016-0040,Microsoft,Windows,Unknown,CWE-264
CVE-2015-2426,Microsoft,Windows,Unknown,CWE-119
CVE-2015-2419,Microsoft,Internet Explorer,Unknown,CWE-119
CVE-2015-1770,Microsoft,Office,Unknown,CWE-19
CVE-2013-3660,Microsoft,Win32k,Unknown,CWE-119
CVE-2013-2729,Adobe,Reader and Acrobat,Unknown,CWE-189
CVE-2013-2551,Microsoft,Internet Explorer,Known,CWE-416
CVE-2013-2465,Oracle,Java SE,Known,
CVE-2013-1690,Mozilla,Firefox and Thunderbird,Unknown,CWE-119
CVE-2012-5076,Oracle,Java SE,Unknown,
CVE-2012-2539,Microsoft,Word,Unknown,CWE-399
CVE-2012-2034,Adobe,Flash Player,Unknown,CWE-119
CVE-2012-0518,Oracle,Fusion Middleware,Unknown,CWE-601
CVE-2011-2005,Microsoft,Ancillary Function Driver (afd.sys),Unknown,CWE-264
CVE-2010-4398,Microsoft,Windows,Unknown,CWE-119
CVE-2022-26318,WatchGuard,Firebox and XTM Appliances,Unknown,CWE-122
CVE-2022-26143,Mitel,"MiCollab, MiVoice Business Express",Unknown,"CWE-306, CWE-406"
CVE-2022-21999,Microsoft,Windows,Known,"CWE-40, CWE-1386"
CVE-2021-42237,Sitecore,XP,Known,CWE-502
CVE-2021-22941,Citrix,ShareFile,Known,CWE-284
CVE-2020-9377,D-Link,DIR-610 Devices,Unknown,CWE-78
CVE-2020-9054,Zyxel,Multiple Network-Attached Storage (NAS) Devices,Unknown,CWE-78
CVE-2020-7247,OpenBSD,OpenSMTPD,Unknown,"CWE-755, CWE-78"
CVE-2020-5410,VMware Tanzu,Spring Cloud Configuration (Config) Server,Unknown,CWE-23
CVE-2020-25223,Sophos,SG UTM,Unknown,CWE-78
CVE-2020-2506,QNAP Systems,Helpdesk,Unknown,CWE-284
CVE-2020-2021,Palo Alto Networks,PAN-OS,Known,CWE-347
CVE-2020-1956,Apache,Kylin,Unknown,CWE-78
CVE-2020-1631,Juniper,Junos OS,Unknown,"CWE-22, CWE-73"
CVE-2019-6340,Drupal,Core,Unknown,CWE-502
CVE-2019-2616,Oracle,BI Publisher (Formerly XML Publisher),Unknown,
CVE-2019-16920,D-Link,Multiple Routers,Unknown,CWE-78
CVE-2019-15107,Webmin,Webmin,Unknown,CWE-78
CVE-2019-12991,Citrix,SD-WAN and NetScaler,Unknown,CWE-78
CVE-2019-12989,Citrix,SD-WAN and NetScaler,Unknown,CWE-89
CVE-2019-11043,PHP,FastCGI Process Manager (FPM),Known,CWE-120
CVE-2019-10068,Kentico,Xperience,Unknown,CWE-502
CVE-2019-1003030,Jenkins,Matrix Project Plugin,Unknown,
CVE-2019-0903,Microsoft,Graphics Device Interface (GDI),Unknown,
CVE-2018-8414,Microsoft,Windows,Unknown,CWE-20
CVE-2018-8373,Microsoft,Internet Explorer Scripting Engine,Unknown,CWE-787
CVE-2018-6961,VMware,SD-WAN Edge,Unknown,CWE-78
CVE-2018-14839,LG,N1A1 NAS,Unknown,CWE-78
CVE-2018-1273,VMware Tanzu,Spring Data Commons,Known,CWE-94
CVE-2018-11138,Quest,KACE System Management Appliance,Known,CWE-78
CVE-2018-0147,Cisco,Secure Access Control System (ACS),Unknown,CWE-20
CVE-2018-0125,Cisco,VPN Routers,Unknown,CWE-20
CVE-2017-6334,NETGEAR,DGN2200 Devices,Unknown,CWE-78
CVE-2017-6316,Citrix,"NetScaler SD-WAN Enterprise, CloudBridge Virtual WAN, and XenMobile Server",Unknown,CWE-20
CVE-2017-3881,Cisco,IOS and IOS XE,Unknown,CWE-20
CVE-2017-12617,Apache,Tomcat,Unknown,CWE-434
CVE-2017-12615,Apache,Tomcat,Known,CWE-434
CVE-2017-0146,Microsoft,Windows,Known,CWE-20
CVE-2016-7892,Adobe,Flash Player,Unknown,CWE-416
CVE-2016-4171,Adobe,Flash Player,Unknown,
CVE-2016-1555,NETGEAR,Wireless Access Point (WAP) Devices,Unknown,CWE-77
CVE-2016-11021,D-Link,DCS-930L Devices,Unknown,CWE-78
CVE-2016-10174,NETGEAR,WNR2000v5 Router,Unknown,CWE-119
CVE-2016-0752,Rails,Ruby on Rails,Unknown,CWE-22
CVE-2015-4068,Arcserve,Unified Data Protection (UDP),Unknown,CWE-22
CVE-2015-3035,TP-Link,Multiple Archer Devices,Unknown,CWE-22
CVE-2015-1427,Elastic,Elasticsearch,Unknown,CWE-284
CVE-2015-1187,D-Link and TRENDnet,Multiple Devices,Unknown,CWE-287
CVE-2015-0666,Cisco,Prime Data Center Network Manager (DCNM),Unknown,CWE-22
CVE-2014-6332,Microsoft,Windows,Unknown,CWE-119
CVE-2014-6324,Microsoft,Kerberos Key Distribution Center (KDC),Unknown,CWE-264
CVE-2014-6287,Rejetto,HTTP File Server (HFS),Unknown,CWE-94
CVE-2014-3120,Elastic,Elasticsearch,Unknown,CWE-284
CVE-2014-0130,Rails,Ruby on Rails,Unknown,CWE-22
CVE-2013-5223,D-Link,DSL-2760U,Unknown,CWE-79
CVE-2013-4810,Hewlett Packard (HP),"ProCurve Manager (PCM), PCM+, Identity Driven Manager (IDM), and Application Lifecycle Management",Unknown,CWE-94
CVE-2013-2251,Apache,Struts,Unknown,CWE-20
CVE-2012-1823,PHP,PHP,Unknown,CWE-20
CVE-2010-4345,Exim,Exim,Unknown,CWE-264
CVE-2010-4344,Exim,Exim,Unknown,CWE-119
CVE-2010-3035,Cisco,IOS XR,Unknown,CWE-20
CVE-2010-2861,Adobe,ColdFusion,Known,CWE-22
CVE-2009-2055,Cisco,IOS XR,Unknown,CWE-20
CVE-2009-1151,phpMyAdmin,phpMyAdmin,Unknown,CWE-94
CVE-2009-0927,Adobe,Reader and Acrobat,Unknown,CWE-20
CVE-2005-2773,Hewlett Packard (HP),OpenView Network Node Manager,Unknown,
CVE-2020-5135,SonicWall,SonicOS,Unknown,CWE-120
CVE-2019-1405,Microsoft,Windows,Known,
CVE-2019-1322,Microsoft,Windows,Known,
CVE-2019-1315,Microsoft,Windows,Known,CWE-59
CVE-2019-1253,Microsoft,Windows,Known,CWE-59
CVE-2019-1132,Microsoft,Win32k,Unknown,
CVE-2019-1129,Microsoft,Windows,Known,CWE-59
CVE-2019-1069,Microsoft,Task Scheduler,Known,CWE-59
CVE-2019-1064,Microsoft,Windows,Known,CWE-59
CVE-2019-0841,Microsoft,Windows,Known,CWE-59
CVE-2019-0543,Microsoft,Windows,Known,CWE-287
CVE-2018-8120,Microsoft,Win32k,Known,CWE-404
CVE-2017-0101,Microsoft,Windows,Known,CWE-119
CVE-2016-3309,Microsoft,Windows,Known,CWE-264
CVE-2015-2546,Microsoft,Win32k,Known,CWE-119
CVE-2022-26486,Mozilla,Firefox,Unknown,CWE-416
CVE-2022-26485,Mozilla,Firefox,Unknown,CWE-416
CVE-2021-21973,VMware,vCenter Server and Cloud Foundation,Unknown,"CWE-20, CWE-918"
CVE-2020-8218,Pulse Secure,Pulse Connect Secure,Unknown,CWE-94
CVE-2019-11581,Atlassian,Jira Server and Data Center,Unknown,CWE-74
CVE-2017-6077,NETGEAR,Wireless Router DGN2200,Unknown,CWE-78
CVE-2016-6277,NETGEAR,Multiple Routers,Unknown,CWE-352
CVE-2013-0631,Adobe,ColdFusion,Unknown,CWE-200
CVE-2013-0629,Adobe,ColdFusion,Unknown,CWE-264
CVE-2013-0625,Adobe,ColdFusion,Unknown,CWE-255
CVE-2009-3960,Adobe,BlazeDS,Known,
CVE-2022-20708,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Unknown,CWE-121
CVE-2022-20703,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Unknown,CWE-347
CVE-2022-20701,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Unknown,CWE-121
CVE-2022-20700,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Unknown,CWE-121
CVE-2022-20699,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Unknown,CWE-785
CVE-2021-41379,Microsoft,Windows,Known,CWE-1386
CVE-2020-1938,Apache,Tomcat,Unknown,
CVE-2020-11899,Treck TCP/IP stack,IPv6,Unknown,CWE-125
CVE-2019-16928,Exim,Exim Internet Mailer,Unknown,CWE-787
CVE-2019-1652,Cisco,Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers,Unknown,CWE-20
CVE-2019-1297,Microsoft,Excel,Unknown,
CVE-2018-8581,Microsoft,Exchange Server,Known,
CVE-2018-8298,ChakraCore,ChakraCore scripting engine,Unknown,CWE-843
CVE-2018-0180,Cisco,IOS Software,Unknown,CWE-399
CVE-2018-0179,Cisco,IOS Software,Unknown,CWE-399
CVE-2018-0175,Cisco,"IOS, XR, and XE Software",Unknown,CWE-119
CVE-2018-0174,Cisco,IOS XE Software,Unknown,CWE-20
CVE-2018-0173,Cisco,IOS and IOS XE Software,Unknown,CWE-20
CVE-2018-0172,Cisco,IOS and IOS XE Software,Unknown,CWE-20
CVE-2018-0167,Cisco,"IOS, XR, and XE Software",Unknown,CWE-119
CVE-2018-0161,Cisco,IOS Software,Unknown,CWE-399
CVE-2018-0159,Cisco,IOS Software and Cisco IOS XE Software,Unknown,CWE-20
CVE-2018-0158,Cisco,IOS Software and Cisco IOS XE Software,Unknown,CWE-20
CVE-2018-0156,Cisco,IOS Software and Cisco IOS XE Software,Unknown,CWE-399
CVE-2018-0155,Cisco,Catalyst 4500 Series Switches and Cisco Catalyst 4500-X Series Switches,Unknown,CWE-388
CVE-2018-0154,Cisco,IOS Software,Unknown,CWE-399
CVE-2018-0151,Cisco,IOS and IOS XE Software,Unknown,CWE-119
CVE-2017-8540,Microsoft,Malware Protection Engine,Unknown,CWE-119
CVE-2017-6744,Cisco,IOS software,Unknown,CWE-119
CVE-2017-6743,Cisco,IOS and IOS XE Software,Unknown,CWE-119
CVE-2017-6740,Cisco,IOS and IOS XE Software,Unknown,CWE-119
CVE-2017-6739,Cisco,IOS and IOS XE Software,Unknown,CWE-119
CVE-2017-6738,Cisco,IOS and IOS XE Software,Unknown,CWE-119
CVE-2017-6737,Cisco,IOS and IOS XE Software,Unknown,CWE-119
CVE-2017-6736,Cisco,IOS and IOS XE Software,Unknown,CWE-119
CVE-2017-6663,Cisco,IOS and IOS XE Software,Unknown,
CVE-2017-6627,Cisco,IOS and IOS XE Software,Unknown,CWE-399
CVE-2017-12319,Cisco,IOS XE Software,Unknown,CWE-20
CVE-2017-12240,Cisco,IOS and IOS XE Software,Unknown,CWE-20
CVE-2017-12238,Cisco,Catalyst 6800 Series Switches,Unknown,CWE-399
CVE-2017-12237,Cisco,IOS and IOS XE Software,Unknown,CWE-399
CVE-2017-12235,Cisco,IOS software,Unknown,CWE-20
CVE-2017-12234,Cisco,IOS software,Unknown,CWE-20
CVE-2017-12233,Cisco,IOS software,Unknown,CWE-20
CVE-2017-12232,Cisco,IOS software,Unknown,CWE-399
CVE-2017-12231,Cisco,IOS software,Unknown,CWE-399
CVE-2017-11826,Microsoft,Office,Unknown,CWE-119
CVE-2017-11292,Adobe,Flash Player,Unknown,CWE-843
CVE-2017-0261,Microsoft,Office,Unknown,CWE-416
CVE-2017-0001,Microsoft,Graphics Device Interface (GDI),Unknown,
CVE-2016-8562,Siemens,SIMATIC CP,Unknown,CWE-20
CVE-2016-7855,Adobe,Flash Player,Unknown,CWE-416
CVE-2016-7262,Microsoft,Excel,Unknown,CWE-20
CVE-2016-7193,Microsoft,Office,Unknown,CWE-119
CVE-2016-5195,Linux,Kernel,Unknown,CWE-362
CVE-2016-4117,Adobe,Flash Player,Unknown,
CVE-2016-1019,Adobe,Flash Player,Known,
CVE-2016-0099,Microsoft,Windows,Known,CWE-264
CVE-2015-7645,Adobe,Flash Player,Known,
CVE-2015-5119,Adobe,Flash Player,Unknown,CWE-119
CVE-2015-4902,Oracle,Java SE,Unknown,
CVE-2015-3043,Adobe,Flash Player,Unknown,CWE-787
CVE-2015-2590,Oracle,Java SE,Unknown,
CVE-2015-2545,Microsoft,Office,Unknown,CWE-20
CVE-2015-2424,Microsoft,PowerPoint,Unknown,CWE-119
CVE-2015-2387,Microsoft,ATM Font Driver,Unknown,CWE-264
CVE-2015-1701,Microsoft,Win32k,Known,CWE-264
CVE-2015-1642,Microsoft,Office,Unknown,CWE-119
CVE-2014-4114,Microsoft,Windows,Unknown,CWE-20
CVE-2014-0496,Adobe,Reader and Acrobat,Unknown,CWE-399
CVE-2013-5065,Microsoft,Windows,Unknown,CWE-20
CVE-2013-3897,Microsoft,Internet Explorer,Unknown,CWE-399
CVE-2013-3346,Adobe,Reader and Acrobat,Unknown,CWE-119
CVE-2013-1675,Mozilla,Firefox,Unknown,CWE-119
CVE-2013-1347,Microsoft,Internet Explorer,Unknown,CWE-94
CVE-2013-0641,Adobe,Reader,Unknown,CWE-120
CVE-2013-0640,Adobe,Reader and Acrobat,Unknown,CWE-787
CVE-2013-0632,Adobe,ColdFusion,Unknown,CWE-200
CVE-2012-4681,Oracle,Java SE,Known,
CVE-2012-1856,Microsoft,Office,Unknown,CWE-94
CVE-2012-1723,Oracle,Java SE,Known,
CVE-2012-1535,Adobe,Flash Player,Unknown,
CVE-2012-0507,Oracle,Java SE,Known,
CVE-2011-3544,Oracle,Java SE JDK and JRE,Unknown,
CVE-2011-1889,Microsoft,Forefront Threat Management Gateway (TMG),Unknown,CWE-119
CVE-2011-0611,Adobe,Flash Player,Unknown,CWE-843
CVE-2010-3333,Microsoft,Office,Unknown,CWE-119
CVE-2010-0232,Microsoft,Windows,Unknown,CWE-264
CVE-2010-0188,Adobe,Reader and Acrobat,Known,CWE-94
CVE-2009-3129,Microsoft,Excel,Unknown,CWE-94
CVE-2009-1123,Microsoft,Windows,Unknown,CWE-20
CVE-2008-3431,Oracle,VirtualBox,Unknown,CWE-264
CVE-2008-2992,Adobe,Acrobat and Reader,Known,CWE-119
CVE-2004-0210,Microsoft,Windows,Unknown,CWE-120
CVE-2002-0367,Microsoft,Windows,Unknown,
CVE-2022-24682,Synacor,Zimbra Collaborate Suite (ZCS),Known,"CWE-79, CWE-116"
CVE-2017-8570,Microsoft,Office,Unknown,
CVE-2017-0222,Microsoft,Internet Explorer,Unknown,CWE-119
CVE-2014-6352,Microsoft,Windows,Unknown,CWE-94
CVE-2022-23131,Zabbix,Frontend,Unknown,CWE-290
CVE-2022-23134,Zabbix,Frontend,Unknown,CWE-284
CVE-2022-24086,Adobe,Commerce and Magento Open Source,Unknown,CWE-20
CVE-2022-0609,Google,Chromium Animation,Unknown,CWE-416
CVE-2019-0752,Microsoft,Internet Explorer,Known,CWE-843
CVE-2018-8174,Microsoft,Windows,Known,CWE-787
CVE-2018-20250,RARLAB,WinRAR,Known,CWE-36
CVE-2018-15982,Adobe,Flash Player,Known,CWE-416
CVE-2017-9841,PHPUnit,PHPUnit,Unknown,CWE-94
CVE-2014-1761,Microsoft,Word,Unknown,CWE-119
CVE-2013-3906,Microsoft,Graphics Component,Unknown,CWE-94
CVE-2022-22620,Apple,"iOS, iPadOS, and macOS",Unknown,CWE-416
CVE-2021-36934,Microsoft,Windows,Unknown,CWE-1220
CVE-2020-0796,Microsoft,SMBv3,Known,CWE-119
CVE-2018-1000861,Jenkins,Jenkins Stapler Web Framework,Unknown,CWE-502
CVE-2017-9791,Apache,Struts 1,Unknown,CWE-20
CVE-2017-8464,Microsoft,Windows,Unknown,
CVE-2017-10271,Oracle,WebLogic Server,Known,
CVE-2017-0263,Microsoft,Win32k,Unknown,CWE-416
CVE-2017-0262,Microsoft,Office,Unknown,
CVE-2017-0145,Microsoft,SMBv1,Known,CWE-20
CVE-2017-0144,Microsoft,SMBv1,Known,CWE-20
CVE-2016-3088,Apache,ActiveMQ,Unknown,CWE-20
CVE-2015-2051,D-Link,DIR-645 Router,Unknown,CWE-77
CVE-2015-1635,Microsoft,HTTP.sys,Unknown,CWE-94
CVE-2015-1130,Apple,OS X,Unknown,CWE-254
CVE-2014-4404,Apple,OS X,Unknown,CWE-119
CVE-2022-21882,Microsoft,Win32k,Unknown,CWE-787
CVE-2022-22587,Apple,iOS and macOS,Unknown,"CWE-20, CWE-787"
CVE-2021-20038,SonicWall,SMA 100 Appliances,Known,CWE-121
CVE-2020-5722,Grandstream,UCM6200,Unknown,CWE-89
CVE-2020-0787,Microsoft,Windows,Known,"CWE-269, CWE-59"
CVE-2017-5689,Intel,"Active Management Technology (AMT), Small Business Technology (SBT), and Standard Manageability",Unknown,
CVE-2014-1776,Microsoft,Internet Explorer,Unknown,CWE-416
CVE-2014-6271,GNU,Bourne-Again Shell (Bash),Unknown,CWE-78
CVE-2014-7169,GNU,Bourne-Again Shell (Bash),Unknown,CWE-78
CVE-2006-1547,Apache,Struts 1,Unknown,
CVE-2012-0391,Apache,Struts 2,Unknown,CWE-20
CVE-2018-8453,Microsoft,Win32k,Known,CWE-404
CVE-2021-35247,SolarWinds,Serv-U,Unknown,CWE-20
CVE-2021-32648,October CMS,October CMS,Unknown,CWE-287
CVE-2021-25296,Nagios,Nagios XI,Unknown,"CWE-78, CWE-138"
CVE-2021-25297,Nagios,Nagios XI,Unknown,"CWE-78, CWE-138"
CVE-2021-25298,Nagios,Nagios XI,Unknown,"CWE-78, CWE-138"
CVE-2021-40870,Aviatrix,Aviatrix Controller,Unknown,"CWE-25, CWE-96"
CVE-2021-33766,Microsoft,Exchange Server,Unknown,CWE-287
CVE-2021-21975,VMware,vRealize Operations Manager API,Known,CWE-918
CVE-2021-21315,Npm package,System Information Library for Node.JS,Unknown,CWE-78
CVE-2021-22991,F5,BIG-IP Traffic Management Microkernel,Unknown,CWE-119
CVE-2020-14864,Oracle,Intelligence Enterprise Edition,Unknown,CWE-22
CVE-2020-13671,Drupal,Drupal core,Unknown,CWE-434
CVE-2020-11978,Apache,Airflow,Unknown,CWE-78
CVE-2020-13927,Apache,Airflow's Experimental API,Unknown,"CWE-1188, CWE-306"
CVE-2021-22017,VMware,vCenter Server,Unknown,CWE-23
CVE-2021-36260,Hikvision,Security cameras web server,Unknown,CWE-78
CVE-2020-6572,Google,Chrome Media,Unknown,CWE-416
CVE-2019-1458,Microsoft,Win32k,Known,
CVE-2013-3900,Microsoft,WinVerifyTrust function,Unknown,CWE-20
CVE-2019-2725,Oracle,WebLogic Server,Known,CWE-74
CVE-2019-9670,Synacor,Zimbra Collaboration Suite (ZCS),Unknown,CWE-611
CVE-2018-13382,Fortinet,FortiOS and FortiProxy,Known,CWE-285
CVE-2018-13383,Fortinet,FortiOS and FortiProxy,Known,CWE-787
CVE-2019-1579,Palo Alto Networks,PAN-OS,Known,CWE-134
CVE-2019-10149,Exim,Mail Transfer Agent (MTA),Unknown,CWE-78
CVE-2015-7450,IBM,WebSphere Application Server and Server Hypervisor Edition,Unknown,CWE-94
CVE-2017-1000486,Primetek,Primefaces Application,Unknown,CWE-326
CVE-2019-7609,Elastic,Kibana,Unknown,CWE-94
CVE-2021-27860,FatPipe,"WARP, IPVPN, and MPVPN software",Unknown,CWE-434
CVE-2021-43890,Microsoft,Windows,Known,
CVE-2021-4102,Google,Chromium V8,Unknown,CWE-416
CVE-2021-44515,Zoho,Desktop Central,Unknown,
CVE-2019-13272,Linux,Kernel,Unknown,CWE-269
CVE-2021-35394,Realtek,Jungle Software Development Kit (SDK),Unknown,"CWE-78, CWE-138"
CVE-2019-7238,Sonatype,Nexus Repository Manager,Unknown,
CVE-2019-0193,Apache,Solr,Unknown,CWE-94
CVE-2021-44168,Fortinet,FortiOS,Unknown,CWE-494
CVE-2017-17562,Embedthis,GoAhead,Unknown,CWE-20
CVE-2017-12149,Red Hat,JBoss Application Server,Known,CWE-502
CVE-2010-1871,Red Hat,JBoss Seam 2,Unknown,CWE-20
CVE-2020-17463,Fuel CMS,Fuel CMS,Unknown,CWE-89
CVE-2020-8816,Pi-hole,AdminLTE,Unknown,CWE-78
CVE-2019-10758,MongoDB,mongo-express,Unknown,
CVE-2021-44228,Apache,Log4j2,Known,"CWE-20, CWE-400, CWE-502"
