Affected Vendor(s),CVE_ID,CVSS v3.0
Open Design Alliance (ODA),CVE-2021-44046,7.8
Open Design Alliance (ODA),CVE-2021-43279,7.8
Panda Security,CVE-2021-34998,7.0
Kaspersky,CVE-2021-35052,7.8
Microsoft,CVE-2021-42297,6.7
Adobe,CVE-2021-43019,7.8
Commvault,CVE-2021-34997,8.8
Commvault,CVE-2021-34996,8.8
Commvault,CVE-2021-34995,8.8
Commvault,CVE-2021-34994,8.8
Commvault,CVE-2021-34993,9.8
Ivanti,CVE-2021-42132,9.8
Ivanti,CVE-2021-42130,9.8
Ivanti,CVE-2021-42129,9.8
Ivanti,CVE-2021-42128,7.5
Ivanti,CVE-2021-42127,9.8
WECON,CVE-2021-42707,7.8
WECON,CVE-2021-42705,7.8
Trend Micro,CVE-2021-43771,7.8
Autodesk,CVE-2021-27037,7.8
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27038,7.8
Autodesk,CVE-2021-27035,7.8
Autodesk,CVE-2021-27035,7.8
Jenkins,CVE-2021-43576,6.5
Jenkins,CVE-2021-21701,6.5
Open Design Alliance (ODA),CVE-2021-43582,7.8
Open Design Alliance (ODA),CVE-2021-43581,3.3
Open Design Alliance (ODA),CVE-2021-43581,3.3
Microsoft,CVE-2021-41368,7.8
Microsoft,CVE-2021-41379,7.8
Microsoft,CVE-2021-42280,7.8
Microsoft,CVE-2021-42277,7.8
Adobe,CVE-2021-42727,8.8
Orckestra,CVE-2021-34992,8.8
NETGEAR,CVE-2021-34991,8.8
Ivanti,CVE-2021-42131,9.1
Ivanti,CVE-2021-42133,9.8
Ivanti,CVE-2021-42126,8.8
Ivanti,CVE-2021-42125,7.2
Ivanti,CVE-2021-42124,8.1
Open Design Alliance (ODA),CVE-2021-43277,7.8
Open Design Alliance (ODA),CVE-2021-43279,7.8
Open Design Alliance (ODA),CVE-2021-43274,7.8
Open Design Alliance (ODA),CVE-2021-43279,7.8
Open Design Alliance (ODA),CVE-2021-43274,7.8
Open Design Alliance (ODA),CVE-2021-43279,7.8
Open Design Alliance (ODA),CVE-2021-43273,3.3
Open Design Alliance (ODA),CVE-2021-43277,3.3
Open Design Alliance (ODA),CVE-2021-43277,7.8
Open Design Alliance (ODA),CVE-2021-43278,7.8
Open Design Alliance (ODA),CVE-2021-43274,3.3
Open Design Alliance (ODA),CVE-2021-43274,3.3
Open Design Alliance (ODA),CVE-2021-43277,3.3
Open Design Alliance (ODA),CVE-2021-43275,7.8
Open Design Alliance (ODA),CVE-2021-43277,3.3
Open Design Alliance (ODA),CVE-2021-43276,3.3
Open Design Alliance (ODA),CVE-2021-43273,3.3
Kaspersky,CVE-2021-35053,6.1
Schneider Electric,CVE-2021-22748,8.8
Hewlett Packard Enterprise,CVE-2021-29212,9.8
Bitdefender,"CVE-2021-3579, CVE-2021-3576",7.0
Bitdefender,"CVE-2021-3579, CVE-2021-3576",7.0
NETGEAR,CVE-2021-34983,6.5
NETGEAR,CVE-2021-34982,8.8
Bitdefender,"CVE-2021-3579, CVE-2021-3576",7.0
Bitdefender,"CVE-2021-3579, CVE-2021-3576",7.0
Bitdefender,CVE-2021-3576,7.0
Bitdefender,CVE-2021-3576,7.0
Fuji Electric,CVE-2021-38413,7.8
Fuji Electric,CVE-2021-38413,7.8
Fuji Electric,CVE-2021-38419,7.8
Fuji Electric,CVE-2021-38419,7.8
Fuji Electric,CVE-2021-38415,7.8
Fuji Electric,CVE-2021-38421,7.8
Fuji Electric,CVE-2021-38419,7.8
Fuji Electric,CVE-2021-38419,7.8
Fuji Electric,CVE-2021-38413,7.8
Fuji Electric,CVE-2021-38413,7.8
Fuji Electric,CVE-2021-38413,7.8
Fuji Electric,CVE-2021-38413,7.8
Adobe,CVE-2021-42533,7.8
Adobe,CVE-2021-40769,3.3
Adobe,CVE-2021-42270,7.8
Adobe,CVE-2021-42525,3.3
Adobe,CVE-2021-42271,7.8
Adobe,CVE-2021-42272,7.8
Adobe,CVE-2021-42524,7.8
Adobe,CVE-2021-40725,7.8
Adobe,CVE-2021-40726,7.8
SolarWinds,CVE-2021-35218,8.8
SolarWinds,CVE-2021-35217,8.8
SolarWinds,CVE-2021-35216,8.8
SolarWinds,CVE-2021-35215,8.8
SolarWinds,CVE-2021-35213,8.8
SolarWinds,CVE-2021-35212,8.8
NETGEAR,CVE-2021-34980,8.8
NETGEAR,CVE-2021-34979,8.8
NETGEAR,CVE-2021-34978,8.8
NETGEAR,CVE-2021-34977,8.8
ICONICS,CVE-2021-27040,3.3
ICONICS,CVE-2021-27041,7.8
ICONICS,CVE-2021-27040,3.3
Vinchin,,9.8
Vinchin,,9.8
Microsoft,CVE-2021-43211,7.3
Oracle,CVE-2021-35621,9.8
Oracle,CVE-2021-35611,4.3
Oracle,CVE-2021-35598,9.8
Oracle,CVE-2021-35593,9.8
Oracle,CVE-2021-35592,9.8
Oracle,CVE-2021-35594,9.8
Oracle,CVE-2021-35590,9.8
Microsoft,CVE-2021-40487,8.8
Microsoft,CVE-2021-41344,8.8
Linux,CVE-2021-34981,7.5
Trend Micro,CVE-2021-42102,7.0
Trend Micro,CVE-2021-42012,7.8
Trend Micro,CVE-2021-42011,7.8
Trend Micro,CVE-2021-42101,7.0
Trend Micro,CVE-2021-42106,7.0
Trend Micro,CVE-2021-42108,6.7
Trend Micro,CVE-2021-42104,7.0
Trend Micro,CVE-2021-42105,7.0
Trend Micro,CVE-2021-42107,7.0
Trend Micro,CVE-2021-42103,7.8
Schneider Electric,CVE-2021-22801,7.8
Fuji Electric,CVE-2022-21202,3.3
Fuji Electric,CVE-2022-24383,7.8
Fuji Electric,CVE-2022-21228,7.8
Fuji Electric,CVE-2022-21214,7.8
Foxit,CVE-2021-34976,3.3
Foxit,CVE-2021-34975,7.8
Foxit,CVE-2021-34974,7.8
Foxit,CVE-2021-34973,3.3
Foxit,CVE-2021-34972,3.3
Foxit,CVE-2021-34971,7.8
Foxit,CVE-2021-34970,3.3
Foxit,CVE-2021-34969,3.3
Foxit,CVE-2021-34968,7.8
Foxit,CVE-2021-34967,7.8
Foxit,CVE-2021-34966,7.8
Foxit,CVE-2021-34965,7.8
Foxit,CVE-2021-34964,7.8
Foxit,CVE-2021-34963,7.8
Foxit,CVE-2021-34962,7.8
Foxit,CVE-2021-34961,7.8
Foxit,CVE-2021-34960,7.8
Foxit,CVE-2021-34959,7.8
Foxit,CVE-2021-34958,7.8
Foxit,CVE-2021-34957,7.8
Foxit,CVE-2021-34956,7.8
Foxit,CVE-2021-34955,7.8
Foxit,CVE-2021-34954,7.8
Foxit,CVE-2021-34953,7.8
Foxit,CVE-2021-34952,7.8
Foxit,CVE-2021-34951,3.3
Foxit,CVE-2021-34950,7.8
Foxit,CVE-2021-34949,3.3
Foxit,CVE-2021-34948,7.8
Fatek Automation,CVE-2021-38442,7.8
Fatek Automation,CVE-2021-38442,7.8
Fatek Automation,CVE-2021-38442,7.8
Fatek Automation,CVE-2021-38442,7.8
Fatek Automation,CVE-2021-38442,7.8
Fatek Automation,CVE-2021-38442,7.8
Fatek Automation,CVE-2021-38442,8.8
Fatek Automation,CVE-2021-38440,3.3
Fatek Automation,CVE-2021-38438,7.8
Fatek Automation,CVE-2021-38426,7.8
Fatek Automation,CVE-2021-38434,7.8
Fatek Automation,CVE-2021-38442,7.8
Fatek Automation,CVE-2021-38442,7.8
Fatek Automation,CVE-2021-38430,7.8
Fatek Automation,CVE-2021-38432,9.8
Adobe,CVE-2021-40731,7.8
Adobe,CVE-2021-40730,3.3
Microsoft,CVE-2021-41347,7.0
Microsoft,CVE-2021-40481,7.8
Microsoft,CVE-2021-40480,7.8
Microsoft,CVE-2021-40486,7.8
Microsoft,CVE-2021-26441,8.8
Microsoft,CVE-2021-40489,7.8
Microsoft,CVE-2021-40478,7.8
Microsoft,CVE-2021-41345,8.8
Microsoft,CVE-2021-40488,8.8
Schneider Electric,CVE-2021-22802,9.8
Schneider Electric,CVE-2021-22803,9.8
Schneider Electric,CVE-2021-22804,7.5
Schneider Electric,CVE-2021-22805,5.3
Linux,CVE-2021-34866,8.8
Adobe,CVE-2021-36009,7.8
Adobe,CVE-2021-36008,3.3
Adobe,CVE-2021-35986,3.3
Microsoft,,3.3
Autodesk,CVE-2021-27036,7.8
Autodesk,CVE-2021-27036,7.8
Autodesk,CVE-2021-27036,3.3
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27035,7.8
Autodesk,CVE-2021-27036,7.8
Autodesk,CVE-2021-27035,7.8
Autodesk,CVE-2021-27035,7.8
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27034,3.3
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27034,3.3
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27034,7.8
Siemens,CVE-2021-41540,7.8
Siemens,CVE-2021-41539,7.8
Siemens,CVE-2021-41538,3.3
Siemens,CVE-2021-41537,7.8
Siemens,CVE-2021-41536,7.8
Siemens,CVE-2021-41535,7.8
Siemens,CVE-2021-41534,3.3
Siemens,CVE-2021-41533,3.3
NETGEAR,CVE-2021-34947,8.8
Trend Micro,CVE-2021-36745,9.8
Siemens,CVE-2021-37179,7.8
Siemens,CVE-2021-37180,7.8
Trend Micro,CVE-2021-32466,7.3
VMware,CVE-2021-22009,7.5
VMware,CVE-2021-22009,4.0
VMware,CVE-2021-22019,7.5
VMware,CVE-2021-22015,7.8
VMware,CVE-2021-22008,5.3
VMware,CVE-2021-22015,7.8
VMware,CVE-2021-22018,6.5
McAfee,CVE-2021-31847,7.8
Microsoft,CVE-2021-36962,5.5
Schneider Electric,CVE-2021-22797,7.8
Adobe,CVE-2021-39839,7.8
Adobe,CVE-2021-39836,7.8
Adobe,CVE-2021-39837,7.8
Adobe,CVE-2021-39838,7.8
Adobe,CVE-2021-39821,7.8
Adobe,CVE-2021-39840,7.8
Adobe,CVE-2021-39822,7.8
Adobe,CVE-2021-40697,3.3
Adobe,CVE-2021-39858,3.3
Adobe,CVE-2021-39841,7.8
Adobe,CVE-2021-39832,7.8
Adobe,CVE-2021-39830,7.8
Adobe,CVE-2021-39829,7.8
Adobe,CVE-2021-39835,3.3
Adobe,CVE-2021-39831,7.8
Adobe,CVE-2021-39833,3.3
Adobe,CVE-2021-39834,3.3
Microsoft,CVE-2021-38659,7.8
Microsoft,CVE-2021-38658,7.8
Microsoft,CVE-2021-38656,7.8
Microsoft,CVE-2021-38654,7.8
Microsoft,CVE-2021-38655,7.8
Microsoft,CVE-2021-38653,7.8
Microsoft,CVE-2021-36961,6.1
Microsoft,CVE-2021-26434,7.3
Microsoft,CVE-2021-36952,7.0
Microsoft,CVE-2021-38634,7.0
Siemens,CVE-2021-25665,7.8
Siemens,CVE-2021-37176,3.3
Schneider Electric,CVE-2021-22795,8.8
Schneider Electric,CVE-2021-22794,8.8
Autodesk,CVE-2021-27030,7.8
Autodesk,CVE-2021-27031,7.8
Autodesk,CVE-2021-40157,7.8
Autodesk,CVE-2021-27044,7.8
Parallels,,8.2
Autodesk,CVE-2021-40156,7.8
Autodesk,CVE-2021-27045,3.3
Autodesk,CVE-2021-27046,7.8
Autodesk,CVE-2021-40155,7.8
Autodesk,CVE-2021-27045,3.3
Autodesk,CVE-2021-40155,3.3
Delta Industrial Automation,CVE-2021-33019,7.8
NETGEAR,CVE-2021-34870,6.5
Parallels,CVE-2021-34869,7.8
Parallels,CVE-2021-34868,7.8
Parallels,CVE-2021-34867,7.5
Advantech,CVE-2021-38408,9.8
Microsoft,CVE-2021-26431,6.8
Trend Micro,CVE-2021-36744,6.1
NETGEAR,CVE-2021-34865,8.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,,7.8
Fatek Automation,CVE-2021-32931,7.8
Fatek Automation,CVE-2021-32947,7.8
Fatek Automation,CVE-2021-32939,7.8
Fatek Automation,CVE-2021-32931,7.8
D-Link,,8.8
D-Link,,8.8
Microsoft,CVE-2021-34478,7.8
Delta Industrial Automation,CVE-2021-33007,7.8
Microsoft,CVE-2021-34516,7.8
Microsoft,CVE-2021-34516,7.8
Microsoft,CVE-2021-34516,7.8
Microsoft,CVE-2021-34516,7.8
Microsoft,CVE-2021-34516,7.8
Microsoft,CVE-2021-34516,7.8
Microsoft,CVE-2021-34516,7.8
Microsoft,CVE-2021-34516,8.8
Microsoft,CVE-2021-34516,8.8
Microsoft,CVE-2021-34516,8.8
Microsoft,CVE-2021-34516,8.8
Microsoft,CVE-2021-34516,8.8
Microsoft,CVE-2021-34516,8.8
Microsoft,CVE-2021-34516,8.8
Microsoft,CVE-2021-34516,8.8
Microsoft,CVE-2021-34516,8.8
Microsoft,CVE-2021-34516,8.8
Microsoft,CVE-2021-34516,8.8
Microsoft,CVE-2021-34516,8.8
TeamViewer,CVE-2021-34859,7.8
TeamViewer,CVE-2021-34858,7.8
TeamViewer,CVE-2021-34858,7.8
Parallels,CVE-2021-34864,8.8
Siemens,CVE-2021-31343,7.8
Siemens,CVE-2021-31342,7.8
Adobe,CVE-2021-36071,3.3
Adobe,CVE-2021-36079,7.8
Adobe,CVE-2021-36074,3.3
Adobe,CVE-2021-36073,7.8
Adobe,CVE-2021-36072,7.8
Adobe,CVE-2021-36066,7.8
Adobe,CVE-2021-36078,7.8
Siemens,CVE-2021-32944,7.8
Siemens,CVE-2021-32952,7.8
Siemens,CVE-2021-32950,3.3
Siemens,CVE-2021-32944,7.8
Siemens,CVE-2021-32940,3.3
Siemens,CVE-2021-32946,7.8
Siemens,CVE-2021-32948,7.8
Siemens,CVE-2021-32946,7.8
Siemens,CVE-2021-32936,7.8
Siemens,CVE-2021-33738,3.3
Siemens,CVE-2021-32938,3.3
D-Link,CVE-2021-34863,8.8
D-Link,CVE-2021-34862,8.8
D-Link,CVE-2021-34861,8.8
D-Link,CVE-2021-34860,6.5
Microsoft,CVE-2021-34510,8.8
Cisco,,7.5
Zoom,,5.3
Zoom,,5.3
Zoom,CVE-2021-34407,7.3
Apple,CVE-2021-30789,3.3
Microsoft,CVE-2021-34501,8.8
Microsoft,CVE-2021-36945,7.3
Microsoft,CVE-2021-34536,8.8
Microsoft,CVE-2021-34484,7.8
Microsoft,CVE-2021-26426,7.8
Microsoft,CVE-2021-26425,6.1
Microsoft,CVE-2021-26431,7.8
Microsoft,CVE-2021-34471,6.1
Apple,CVE-2021-30789,3.3
Delta Industrial Automation,CVE-2021-38406,7.8
Delta Industrial Automation,CVE-2021-38402,7.8
Delta Industrial Automation,CVE-2021-38406,7.8
Delta Industrial Automation,CVE-2021-38406,7.8
Delta Industrial Automation,CVE-2021-38406,7.8
Delta Industrial Automation,CVE-2021-38406,7.8
Delta Industrial Automation,CVE-2021-38406,7.8
Delta Industrial Automation,CVE-2021-38406,7.8
Delta Industrial Automation,CVE-2021-38406,7.8
Delta Industrial Automation,CVE-2021-38404,7.8
Apple,CVE-2021-30790,3.3
Apple,CVE-2021-30790,7.8
Apple,CVE-2021-30796,7.8
Apple,CVE-2021-30792,7.8
Apple,CVE-2021-30791,3.3
Apple,CVE-2021-30788,4.3
Apple,CVE-2021-30787,7.8
Apple,CVE-2021-30706,3.3
Apple,CVE-2021-30706,3.3
Apple,CVE-2021-30759,7.8
Parallels,CVE-2021-34857,8.2
Parallels,CVE-2021-34855,6.5
Parallels,CVE-2021-34856,8.2
Parallels,CVE-2021-34854,7.8
Microsoft,CVE-2021-36928,7.0
Foxit,CVE-2021-34853,7.8
Foxit,CVE-2021-34852,7.8
Foxit,CVE-2021-34851,7.8
Foxit,CVE-2021-34850,7.8
Foxit,CVE-2021-34849,7.8
Foxit,CVE-2021-34848,7.8
Foxit,CVE-2021-34847,7.8
Foxit,CVE-2021-34846,7.8
Foxit,CVE-2021-34845,7.8
Foxit,CVE-2021-34844,7.8
Foxit,CVE-2021-34843,7.8
Foxit,CVE-2021-34842,7.8
Foxit,CVE-2021-34841,7.8
Foxit,CVE-2021-34840,7.8
Foxit,CVE-2021-34839,7.8
Foxit,CVE-2021-34838,7.8
Foxit,CVE-2021-34837,7.8
Foxit,CVE-2021-34836,7.8
Foxit,CVE-2021-34835,7.8
Foxit,CVE-2021-34834,7.8
Foxit,CVE-2021-34833,7.8
Foxit,CVE-2021-34832,7.8
Foxit,CVE-2021-34831,7.8
Adobe,CVE-2021-36015,3.3
Trend Micro,CVE-2021-32465,7.5
Trend Micro,CVE-2021-32464,7.8
Microsoft,CVE-2021-43209,6.6
Adobe,CVE-2021-36007,3.3
Adobe,CVE-2021-36016,3.3
Adobe,CVE-2021-36014,3.3
Adobe,CVE-2021-36001,3.3
Adobe,CVE-2021-40766,3.3
Adobe,CVE-2021-36006,3.3
Adobe,CVE-2021-36003,3.3
Adobe,CVE-2021-36019,3.3
Adobe,CVE-2021-36017,7.8
Adobe,CVE-2021-36018,3.3
Adobe,CVE-2021-35995,3.3
Adobe,CVE-2021-35993,7.8
Adobe,CVE-2021-35994,7.8
Microsoft,CVE-2021-34516,8.8
Microsoft,CVE-2021-31198,8.8
Apple,CVE-2021-30764,3.3
Apple,CVE-2021-30706,3.3
Apple,CVE-2021-30662,7.8
Apple,CVE-2021-30742,3.3
Oracle,CVE-2021-2429,8.1
Oracle,CVE-2021-2409,7.5
Oracle,CVE-2021-2401,7.5
Oracle,CVE-2021-2400,7.5
Oracle,CVE-2021-2456,9.8
Oracle,CVE-2021-2396,8.8
Oracle,CVE-2021-2392,8.8
Oracle,CVE-2021-2391,8.8
Oracle,CVE-2021-2390,9.8
Oracle,CVE-2021-2389,9.8
WSO2,,9.8
Autodesk,,7.8
Autodesk,,7.8
Advantech,CVE-2021-32951,5.3
Microsoft,CVE-2021-34513,8.8
Siemens,CVE-2021-34304,3.3
Siemens,CVE-2021-34301,7.8
Siemens,CVE-2021-34298,7.8
Siemens,CVE-2021-34292,7.8
Siemens,CVE-2021-34291,7.8
Siemens,CVE-2021-34331,7.8
Siemens,CVE-2021-34330,7.8
Siemens,CVE-2021-34329,7.8
Siemens,CVE-2021-34328,7.8
Siemens,CVE-2021-34327,7.8
Siemens,CVE-2021-34326,7.8
Siemens,CVE-2021-34325,3.3
Siemens,CVE-2021-34324,7.8
Siemens,CVE-2021-34323,7.8
Siemens,CVE-2020-26999,7.8
Siemens,CVE-2021-34322,3.3
Siemens,CVE-2021-34321,3.3
Siemens,CVE-2020-26998,7.8
Siemens,CVE-2021-34320,3.3
Siemens,CVE-2021-34319,7.8
Siemens,CVE-2021-34318,7.8
Siemens,CVE-2021-34317,7.8
Siemens,CVE-2021-34295,7.8
Siemens,CVE-2021-34294,7.8
Siemens,CVE-2021-34293,7.8
Siemens,CVE-2021-34316,7.8
Siemens,CVE-2021-34303,3.3
Siemens,CVE-2021-34302,3.3
Siemens,CVE-2021-34300,7.8
Siemens,CVE-2021-34299,3.3
Siemens,CVE-2021-34315,7.8
Siemens,CVE-2021-34314,7.8
Siemens,CVE-2021-34313,7.8
Siemens,CVE-2021-34312,7.8
Siemens,CVE-2021-34311,7.8
Siemens,CVE-2021-34310,7.8
Siemens,CVE-2021-34309,7.8
Siemens,CVE-2021-34308,3.3
Siemens,CVE-2021-34307,3.3
Siemens,CVE-2021-34306,7.8
Siemens,CVE-2021-34305,7.8
Siemens,CVE-2021-34305,7.8
Siemens,CVE-2021-34297,7.8
Siemens,CVE-2021-34296,3.3
Microsoft,CVE-2021-34519,3.5
Microsoft,CVE-2021-34468,7.1
Microsoft,CVE-2021-34520,8.8
Microsoft,CVE-2021-34529,7.8
Microsoft,CVE-2021-31206,7.1
Microsoft,CVE-2021-34498,8.8
Microsoft,CVE-2021-33751,8.8
Microsoft,CVE-2021-34462,7.0
Microsoft,CVE-2021-34523,9.8
Microsoft,CVE-2021-34473,10.0
Microsoft,CVE-2021-34512,8.8
Microsoft,CVE-2021-31207,8.8
Microsoft,CVE-2021-31961,6.1
Cisco,,3.3
Cisco,,3.3
Cisco,,3.3
Schneider Electric,CVE-2021-22784,6.5
Adobe,CVE-2021-28639,7.8
Adobe,CVE-2021-28638,7.8
Adobe,CVE-2021-35986,3.3
Adobe,CVE-2021-28643,3.3
Adobe,CVE-2021-35991,3.3
Adobe,CVE-2021-28624,7.8
Adobe,CVE-2021-35981,7.8
Adobe,CVE-2021-35983,7.8
Adobe,CVE-2021-28596,7.8
Adobe,CVE-2021-28592,7.8
Adobe,CVE-2021-28593,3.3
Adobe,CVE-2021-28591,7.8
Adobe,CVE-2021-35992,3.3
Adobe,CVE-2021-35989,7.8
Adobe,CVE-2021-35990,7.8
Microsoft,CVE-2021-33766,6.5
Microsoft,CVE-2021-31969,8.8
Apple,CVE-2021-30723,3.3
Apple,CVE-2021-30725,7.8
Apple,CVE-2021-30724,7.8
Apple,CVE-2021-30701,7.8
Apple,CVE-2021-30701,7.8
Apple,CVE-2021-30746,3.3
Apple,CVE-2021-30735,7.8
GoPro,,7.8
GoPro,,7.8
GoPro,,7.8
Trend Micro,CVE-2021-32463,6.1
Apple,CVE-2021-30701,7.8
Apple,CVE-2021-30743,7.8
QNAP,CVE-2021-28809,9.8
Phoenix Contact,CVE-2021-33542,7.8
Siemens,CVE-2021-27399,7.8
Siemens,CVE-2021-27387,7.8
Advantech,,9.8
Advantech,,9.8
Autodesk,CVE-2021-27035,7.8
Autodesk,CVE-2021-40167,7.8
Autodesk,CVE-2021-27035,3.3
Trend Micro,CVE-2021-32462,8.8
Trend Micro,CVE-2021-32461,7.0
Microsoft,,7.2
Microsoft,,6.3
Apple,CVE-2021-30719,6.5
Apple,CVE-2021-30734,8.8
Apple,CVE-2021-30743,3.3
Apple,CVE-2021-30708,3.3
Apple,CVE-2021-30709,3.3
Apple,CVE-2021-30707,7.8
Apple,CVE-2021-30695,3.3
Apple,CVE-2021-30693,3.3
Apple,CVE-2021-30694,3.3
Apple,CVE-2021-30749,8.8
Apple,CVE-2021-30692,3.3
Apple,CVE-2021-30691,3.3
Apple,CVE-2021-1772,7.8
Apple,CVE-2021-30685,3.3
Apple,CVE-2021-30686,7.8
Microsoft,CVE-2021-26420,7.5
VMware,CVE-2021-21999,7.8
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27035,7.8
Autodesk,CVE-2021-27035,7.8
Autodesk,CVE-2021-27033,7.8
Autodesk,CVE-2021-27033,7.8
Autodesk,CVE-2021-27036,7.8
Autodesk,CVE-2021-27036,7.8
Autodesk,CVE-2021-27036,7.8
Autodesk,CVE-2021-27036,7.8
Autodesk,CVE-2021-27035,7.8
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27037,7.8
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27035,7.8
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27036,7.8
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27036,7.8
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27039,7.8
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27036,7.8
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27035,3.3
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27037,7.8
Autodesk,CVE-2021-27038,7.8
Autodesk,CVE-2021-27037,7.8
Autodesk,CVE-2021-27034,7.8
Autodesk,CVE-2021-27036,7.8
Autodesk,CVE-2021-27041,7.8
Autodesk,CVE-2021-27041,7.8
Autodesk,CVE-2021-27040,7.8
Autodesk,CVE-2021-27040,7.8
Autodesk,CVE-2021-27040,7.8
Autodesk,CVE-2021-27040,7.8
Autodesk,CVE-2021-27040,3.3
Autodesk,CVE-2021-27040,3.3
Autodesk,CVE-2021-27040,7.8
Microsoft,,6.6
Microsoft,,6.6
Microsoft,,6.6
Microsoft,CVE-2021-43208,6.6
Microsoft,,6.6
Microsoft,,6.6
Microsoft,,6.6
Microsoft,,6.6
Microsoft,,6.6
Microsoft,,6.6
Microsoft,,6.6
Siemens,CVE-2021-27390,7.8
Fortinet,CVE-2021-26089,7.8
OpenText,CVE-2021-31514,7.8
OpenText,CVE-2021-31513,7.8
OpenText,CVE-2021-31512,7.8
OpenText,CVE-2021-31511,7.8
OpenText,CVE-2021-31510,7.8
OpenText,CVE-2021-31509,7.8
OpenText,CVE-2021-31508,7.8
OpenText,CVE-2021-31507,7.8
Microsoft,CVE-2021-31946,6.6
Arlo,CVE-2021-31505,6.8
D-Link,CVE-2021-34830,8.8
D-Link,CVE-2021-34829,8.8
D-Link,,8.8
D-Link,CVE-2021-34827,8.8
Vector 35,CVE-2021-31515,7.8
Vector 35,CVE-2021-31516,7.8
Schneider Electric,CVE-2021-22761,7.8
Schneider Electric,CVE-2021-22762,7.8
Schneider Electric,CVE-2021-22753,7.8
Schneider Electric,CVE-2021-22752,7.8
Schneider Electric,CVE-2021-22750,7.8
Microsoft,CVE-2021-31946,6.6
Microsoft,CVE-2021-31939,7.8
Microsoft,CVE-2021-31941,7.8
Microsoft,CVE-2021-31954,8.8
Microsoft,CVE-2021-31945,6.6
Adobe,CVE-2021-28630,3.3
Adobe,CVE-2021-28622,7.8
Adobe,CVE-2021-28621,7.8
Adobe,CVE-2021-28632,7.8
Adobe,CVE-2021-28631,7.8
Adobe,CVE-2021-28552,7.8
Adobe,CVE-2021-28588,8.8
Adobe,CVE-2021-28554,7.8
Microsoft,CVE-2021-31983,6.6
ISC,CVE-2021-25216,8.1
Advantech,CVE-2021-32932,7.5
Advantech,CVE-2021-32932,7.5
Advantech,CVE-2021-32932,7.5
Advantech,CVE-2021-32932,7.5
Advantech,CVE-2021-32932,7.5
Advantech,CVE-2021-32932,7.5
Advantech,CVE-2021-32932,7.5
Advantech,CVE-2021-32932,7.5
Advantech,CVE-2021-32930,9.8
OpenText,CVE-2021-31506,3.3
OpenText,CVE-2021-31504,7.8
OpenText,CVE-2021-31503,7.8
Bosch,CVE-2021-23845,8.8
Bosch,CVE-2021-23846,8.0
OpenText,CVE-2021-31502,7.8
OpenText,CVE-2021-31501,3.3
OpenText,CVE-2021-31500,7.8
OpenText,CVE-2021-31499,7.8
OpenText,CVE-2021-31498,3.3
OpenText,CVE-2021-31497,7.8
OpenText,CVE-2021-31496,7.8
OpenText,CVE-2021-31495,7.8
OpenText,CVE-2021-31494,7.8
OpenText,CVE-2021-31493,7.8
OpenText,CVE-2021-31492,7.8
OpenText,CVE-2021-31491,7.8
OpenText,CVE-2021-31490,7.8
OpenText,CVE-2021-31489,7.8
OpenText,CVE-2021-31488,7.8
OpenText,CVE-2021-31487,7.8
OpenText,CVE-2021-31486,7.8
OpenText,CVE-2021-31485,7.8
OpenText,CVE-2021-31484,7.8
OpenText,CVE-2021-31483,7.8
OpenText,CVE-2021-31482,7.8
OpenText,CVE-2021-31481,7.8
OpenText,CVE-2021-31480,7.8
OpenText,CVE-2021-31479,7.8
