Affected Vendor(s),CVE_ID,CVSS v3.0
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Eaton,CVE-2020-10639,7.8
Microsoft,CVE-2020-0906,7.8
Microsoft,CVE-2020-0906,3.3
Microsoft,CVE-2020-0932,8.8
Microsoft,CVE-2020-0821,3.3
Microsoft,CVE-2020-0953,7.8
Microsoft,CVE-2020-0931,8.8
Microsoft,CVE-2020-0960,7.8
Microsoft,CVE-2020-0959,7.8
Microsoft,CVE-2020-0953,7.8
Microsoft,CVE-2020-0992,7.8
Microsoft,CVE-2020-0992,7.0
Microsoft,CVE-2020-0956,8.8
Microsoft,CVE-2020-0988,7.8
Microsoft,CVE-2020-0994,7.8
Microsoft,CVE-2020-0821,3.3
Adobe,CVE-2020-3809,3.3
Fuji Electric,,7.8
Fuji Electric,,7.8
Fuji Electric,CVE-2020-10646,7.8
Fuji Electric,CVE-2020-10646,7.8
Advantech,CVE-2020-12010,8.2
Advantech,CVE-2020-12010,8.2
Advantech,CVE-2020-12010,8.2
Advantech,CVE-2020-12010,8.2
Advantech,CVE-2020-12010,8.2
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10603,8.8
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10623,6.5
Advantech,CVE-2020-10623,6.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10625,7.5
Advantech,CVE-2020-10623,6.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10621,9.8
Advantech,CVE-2020-10621,9.8
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10621,9.8
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10621,9.8
Advantech,CVE-2020-10617,7.5
Advantech,,7.5
Advantech,CVE-2020-10621,9.8
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10621,9.8
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10621,9.8
Advantech,CVE-2020-10621,9.8
Advantech,CVE-2020-10621,9.8
Advantech,CVE-2020-10631,9.1
Advantech,CVE-2020-10621,9.8
Advantech,CVE-2020-10629,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10619,8.2
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10617,7.5
Advantech,CVE-2020-10621,9.8
Adobe,CVE-2020-3766,7.8
Schneider Electric,CVE-2020-7478,7.5
Schneider Electric,CVE-2020-7479,7.8
VMware,,6.3
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,7.8
Corel,,3.3
Corel,,3.3
Linux,CVE-2020-8835,8.8
IBM,CVE-2020-4240,6.5
IBM,CVE-2020-4241,8.8
IBM,CVE-2020-4242,8.8
IBM,CVE-2020-4208,7.3
IBM,CVE-2020-4209,5.4
IBM,CVE-2020-4209,5.4
IBM,CVE-2020-4214,8.2
IBM,CVE-2020-4206,8.8
Apple,CVE-2020-3897,6.3
TP-Link,CVE-2020-10888,5.9
TP-Link,CVE-2020-10886,8.1
TP-Link,CVE-2020-10887,8.1
TP-Link,CVE-2020-10885,8.1
TP-Link,CVE-2020-10884,8.1
TP-Link,CVE-2020-10883,5.3
TP-Link,CVE-2020-10882,8.8
TP-Link,CVE-2020-10881,9.8
Adobe,CVE-2020-3764,7.8
Adobe,CVE-2020-3764,7.8
Adobe,CVE-2020-3802,7.8
Adobe,CVE-2020-9552,7.8
Adobe,CVE-2020-9551,7.8
Adobe,CVE-2020-3766,8.4
Adobe,CVE-2020-3766,8.4
Adobe,CVE-2020-3791,3.3
Adobe,CVE-2020-3790,7.8
Adobe,CVE-2020-3782,3.3
Adobe,CVE-2020-3781,3.3
Adobe,CVE-2020-3780,7.8
Adobe,CVE-2020-3779,7.8
Adobe,CVE-2020-3778,3.3
Adobe,CVE-2020-3773,7.8
Adobe,CVE-2020-3772,7.8
Adobe,CVE-2020-3771,3.3
Adobe,CVE-2020-3770,7.8
Samsung,,8.8
Microsoft,,7.8
Foxit,CVE-2020-8870,7.8
Foxit,CVE-2020-8869,7.8
Delta Industrial Automation,CVE-2020-6976,3.3
Delta Industrial Automation,CVE-2020-7002,7.8
Delta Industrial Automation,CVE-2020-7002,7.8
Trend Micro,CVE-2020-8600,8.6
Foxit,CVE-2020-8883,3.3
Foxit,CVE-2020-8882,7.8
Foxit,CVE-2020-8881,7.8
Foxit,CVE-2020-8880,7.8
Foxit,CVE-2020-8879,3.3
Foxit,CVE-2020-8878,7.8
Foxit,CVE-2020-8877,3.3
VMware,CVE-2020-3948,7.8
VMware,CVE-2020-3947,7.8
Parallels,CVE-2020-8876,6.5
Parallels,CVE-2020-8875,8.8
Parallels,CVE-2020-8874,7.5
Parallels,CVE-2020-8873,8.2
Parallels,CVE-2020-8872,6.0
Parallels,CVE-2020-8871,8.2
SAP,CVE-2020-6208,8.2
Quest,CVE-2020-8868,9.8
Xiaomi,CVE-2020-9530,8.8
Xiaomi,CVE-2020-9531,5.3
Xiaomi,CVE-2020-9531,5.5
Xiaomi,,8.8
Microsoft,CVE-2020-0807,8.8
Microsoft,CVE-2020-0851,7.8
Microsoft,CVE-2020-0887,8.8
Microsoft,CVE-2020-0841,6.1
Microsoft,CVE-2020-0840,7.8
Microsoft,CVE-2020-0788,8.8
Microsoft,CVE-2020-0788,8.8
Microsoft,CVE-2020-0788,8.8
Microsoft,CVE-2020-0776,6.1
Horde,CVE-2020-8865,6.3
Horde,CVE-2020-8866,4.3
IBM,CVE-2020-4210,9.8
IBM,CVE-2020-4211,9.8
IBM,CVE-2020-4212,9.8
IBM,CVE-2020-4222,9.8
IBM,CVE-2020-4213,9.8
Cisco,CVE-2020-3127,7.8
D-Link,CVE-2020-8864,8.8
D-Link,CVE-2020-8863,8.8
D-Link,CVE-2020-8862,8.8
D-Link,CVE-2020-8861,8.8
WECON,,7.8
WECON,,7.8
WECON,,7.8
Rockwell Automation,CVE-2020-6967,9.8
AMD,,6.2
Microsoft,CVE-2020-0792,8.8
Microsoft,CVE-2020-0688,8.8
Microsoft,CVE-2020-0668,7.8
Samsung,,8.4
Samsung,CVE-2020-8860,7.1
Samsung,,8.4
Samsung,,6.3
ELOG,CVE-2020-8859,5.3
Adobe,CVE-2020-3740,7.8
Adobe,CVE-2020-3739,7.8
Adobe,CVE-2020-3748,7.8
Adobe,CVE-2020-3738,7.8
Adobe,CVE-2020-3737,7.8
Adobe,CVE-2020-3736,7.8
Adobe,CVE-2020-3735,7.8
Adobe,CVE-2020-3734,7.8
Adobe,CVE-2020-3733,7.8
Adobe,CVE-2020-3732,7.8
Adobe,CVE-2020-3731,7.8
Adobe,CVE-2020-3730,7.8
Adobe,CVE-2020-3729,7.8
Adobe,CVE-2020-3728,7.8
Adobe,CVE-2020-3727,7.8
Adobe,CVE-2020-3726,7.8
Adobe,CVE-2020-3725,7.8
Adobe,CVE-2020-3724,7.8
Adobe,CVE-2020-3723,7.8
Adobe,CVE-2020-3722,7.8
Adobe,CVE-2020-3721,7.8
Adobe,CVE-2020-3720,7.8
Symantec,CVE-2020-5826,5.5
Symantec,CVE-2020-5825,7.1
Symantec,CVE-2020-5825,5.5
Symantec,CVE-2020-5825,6.1
Symantec,CVE-2020-5831,3.3
Symantec,CVE-2020-5830,3.3
Symantec,CVE-2020-5829,3.3
Symantec,CVE-2020-5828,3.3
Symantec,CVE-2020-5824,5.5
Symantec,CVE-2020-5827,3.3
Symantec,CVE-2020-5823,7.8
Symantec,CVE-2020-5822,7.8
Symantec,CVE-2020-5820,7.8
Apple,CVE-2020-3877,7.5
Apple,CVE-2020-3839,7.1
Moxa,CVE-2020-8858,8.8
Foxit,CVE-2020-8857,7.8
Foxit,CVE-2020-8856,7.8
Foxit,CVE-2020-8855,7.8
Foxit,CVE-2020-8854,7.8
Foxit,CVE-2020-8853,7.8
Foxit,CVE-2020-8852,3.3
Foxit,CVE-2020-8851,7.8
Foxit,CVE-2020-8850,7.8
Foxit,CVE-2020-8849,7.8
Foxit,CVE-2020-8848,7.8
Foxit,CVE-2020-8847,7.8
Foxit,CVE-2020-8846,7.8
Foxit,CVE-2020-8845,7.8
Foxit,CVE-2020-8844,7.8
Google,CVE-2019-14088,7.8
Bitdefender,CVE-2020-8095,6.1
Hewlett Packard Enterprise,CVE-2020-7176,8.8
Hewlett Packard Enterprise,CVE-2020-7188,8.8
Hewlett Packard Enterprise,CVE-2020-7185,8.8
Hewlett Packard Enterprise,CVE-2020-7177,8.8
Hewlett Packard Enterprise,CVE-2020-7183,8.8
Hewlett Packard Enterprise,CVE-2020-7184,8.8
Hewlett Packard Enterprise,CVE-2020-7186,8.8
Hewlett Packard Enterprise,CVE-2020-7181,8.8
Hewlett Packard Enterprise,CVE-2020-7179,8.8
Hewlett Packard Enterprise,CVE-2020-7187,8.8
Hewlett Packard Enterprise,CVE-2020-7182,8.8
Hewlett Packard Enterprise,CVE-2020-7194,8.8
Hewlett Packard Enterprise,CVE-2020-7163,8.8
Hewlett Packard Enterprise,CVE-2020-7170,8.8
Hewlett Packard Enterprise,CVE-2020-7165,8.8
Hewlett Packard Enterprise,CVE-2020-7160,8.8
Hewlett Packard Enterprise,CVE-2020-7175,8.8
Hewlett Packard Enterprise,CVE-2020-7158,8.8
Hewlett Packard Enterprise,CVE-2020-7168,8.8
Hewlett Packard Enterprise,CVE-2020-7173,8.8
Hewlett Packard Enterprise,CVE-2020-7164,8.8
Hewlett Packard Enterprise,CVE-2020-7161,8.8
Hewlett Packard Enterprise,CVE-2020-7174,8.8
Hewlett Packard Enterprise,CVE-2020-7172,8.8
Hewlett Packard Enterprise,CVE-2020-7167,8.8
Hewlett Packard Enterprise,CVE-2020-7171,8.8
Hewlett Packard Enterprise,CVE-2020-7169,8.8
Hewlett Packard Enterprise,CVE-2020-7166,8.8
Hewlett Packard Enterprise,CVE-2020-7162,8.8
Hewlett Packard Enterprise,CVE-2020-7157,8.8
Hewlett Packard Enterprise,CVE-2020-7178,8.8
Hewlett Packard Enterprise,CVE-2020-7180,8.8
Hewlett Packard Enterprise,CVE-2020-7153,8.8
Hewlett Packard Enterprise,CVE-2020-7152,8.8
Hewlett Packard Enterprise,CVE-2020-7156,8.8
Hewlett Packard Enterprise,CVE-2020-7155,8.8
Hewlett Packard Enterprise,CVE-2020-7151,8.8
Hewlett Packard Enterprise,CVE-2020-7150,8.8
Hewlett Packard Enterprise,CVE-2020-7154,8.8
Hewlett Packard Enterprise,CVE-2020-7149,8.8
Hewlett Packard Enterprise,CVE-2020-7193,8.8
Hewlett Packard Enterprise,CVE-2020-7195,8.8
Hewlett Packard Enterprise,CVE-2020-7189,8.8
Hewlett Packard Enterprise,CVE-2020-7190,8.8
Hewlett Packard Enterprise,CVE-2020-7191,8.8
Hewlett Packard Enterprise,CVE-2020-7192,8.8
Hewlett Packard Enterprise,CVE-2020-7144,8.8
Hewlett Packard Enterprise,CVE-2020-7148,8.8
Hewlett Packard Enterprise,CVE-2020-7147,8.8
Hewlett Packard Enterprise,CVE-2020-7146,8.8
Hewlett Packard Enterprise,CVE-2020-7159,8.8
Hewlett Packard Enterprise,CVE-2020-7145,8.8
Adobe,CVE-2019-16451,7.8
Apple,CVE-2019-8835,4.3
Microsoft,CVE-2020-0635,7.8
Oracle,CVE-2020-2727,6.0
Oracle,CVE-2020-2726,7.5
Oracle,CVE-2020-2705,6.5
Oracle,CVE-2020-2704,6.5
Oracle,CVE-2020-2702,7.5
Oracle,CVE-2020-2701,7.5
Oracle,CVE-2020-2698,7.5
Oracle,CVE-2020-2693,5.3
Oracle,CVE-2020-2692,6.5
Oracle,CVE-2020-2691,6.5
Oracle,CVE-2020-2690,6.5
Oracle,CVE-2020-2689,6.5
Oracle,CVE-2020-2682,8.2
Oracle,CVE-2020-2681,6.5
Oracle,CVE-2020-2555,9.8
Microsoft,CVE-2020-0652,7.8
Sony,CVE-2017-5030,6.3
Microsoft,CVE-2020-0634,8.8
Microsoft,CVE-2020-0616,7.3
Microsoft,CVE-2020-0615,8.4
Microsoft,CVE-2020-0639,8.4
Cisco,CVE-2019-15984,6.5
Cisco,CVE-2019-15983,7.5
Cisco,CVE-2019-15983,6.5
Cisco,CVE-2019-15980,6.5
Cisco,CVE-2019-15983,7.5
Cisco,CVE-2019-15984,7.2
Cisco,CVE-2019-15984,7.5
Cisco,CVE-2019-15983,7.5
Cisco,CVE-2019-15984,7.2
Cisco,CVE-2019-15984,4.9
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,7.2
Cisco,CVE-2019-15984,4.9
Cisco,CVE-2019-15984,4.9
Cisco,CVE-2019-15984,4.9
Cisco,CVE-2019-15984,4.9
Cisco,CVE-2019-15984,4.9
Cisco,CVE-2019-15984,7.5
Cisco,CVE-2019-15982,7.2
Cisco,CVE-2019-15978,7.2
Cisco,CVE-2019-15980,7.2
Cisco,CVE-2019-15979,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15985,8.8
Cisco,CVE-2019-15985,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,6.5
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,8.8
Cisco,CVE-2019-15984,7.2
Cisco,CVE-2019-15984,7.2
Cisco,CVE-2019-15984,7.2
Cisco,CVE-2019-15984,7.2
Cisco,CVE-2019-15984,7.2
Cisco,CVE-2019-15984,7.2
Cisco,CVE-2019-15981,6.5
Cisco,CVE-2019-15981,7.1
Cisco,CVE-2019-15977,6.5
Cisco,CVE-2019-15977,7.5
Cisco,CVE-2019-15980,8.8
Cisco,CVE-2019-15981,6.5
Cisco,CVE-2019-15981,7.1
Cisco,CVE-2019-15976,9.8
Cisco,CVE-2019-15980,8.8
Cisco,CVE-2019-15980,6.5
Cisco,CVE-2019-15980,8.8
Cisco,CVE-2019-15980,8.8
Cisco,CVE-2019-15975,9.8
Microsoft,,3.1
Microsoft,,4.3
SolarWinds,CVE-2021-35234,8.8
SolarWinds,CVE-2021-35234,8.8
SolarWinds,CVE-2021-35234,8.8
SolarWinds,CVE-2021-35234,8.8
SolarWinds,CVE-2021-35234,8.8
SolarWinds,CVE-2021-35234,8.8
SolarWinds,CVE-2021-35234,8.8
SolarWinds,CVE-2021-35234,8.8
SolarWinds,CVE-2021-35234,8.8
Microsoft,CVE-2021-41365,8.8
Veritas,CVE-2021-44681,9.8
Veritas,CVE-2021-44682,9.8
Veritas,CVE-2021-44677,9.8
Veritas,CVE-2021-44678,9.8
Veritas,CVE-2021-44680,9.8
Veritas,CVE-2021-44679,9.8
Adobe,CVE-2021-44696,3.3
Adobe,CVE-2021-43030,3.3
Adobe,CVE-2021-40795,7.8
Adobe,CVE-2021-40790,3.3
Adobe,CVE-2021-43751,3.3
Adobe,CVE-2021-42265,3.3
Adobe,CVE-2021-40791,3.3
Adobe,CVE-2021-43753,3.3
Adobe,CVE-2021-43759,3.3
Adobe,CVE-2021-44699,3.3
Adobe,CVE-2021-44697,3.3
Adobe,CVE-2021-44698,3.3
Adobe,CVE-2021-43757,7.8
Adobe,CVE-2021-43758,3.3
Adobe,CVE-2021-43760,3.3
Adobe,CVE-2021-44182,3.3
Adobe,CVE-2021-44183,3.3
Adobe,CVE-2021-44180,7.8
Adobe,CVE-2021-44181,7.8
Adobe,CVE-2021-44179,7.8
Adobe,CVE-2021-44192,3.3
Adobe,CVE-2021-44194,3.3
Adobe,CVE-2021-44193,3.3
Adobe,CVE-2021-44188,7.8
Adobe,CVE-2021-44191,3.3
Adobe,CVE-2021-44190,3.3
Adobe,CVE-2021-44195,3.3
Adobe,CVE-2021-43763,3.3
Adobe,CVE-2021-43018,7.8
Adobe,CVE-2021-44189,3.3
Adobe,CVE-2021-43027,3.3
Adobe,CVE-2021-43746,3.3
Microsoft,CVE-2021-42311,9.8
Microsoft,CVE-2021-42313,9.8
Microsoft,CVE-2021-43247,8.8
Microsoft,CVE-2021-43882,9.8
Microsoft,CVE-2021-41333,7.8
SAP,CVE-2021-42069,7.8
X.Org,CVE-2021-4011,7.8
X.Org,CVE-2021-4010,7.8
X.Org,CVE-2021-4009,7.8
X.Org,CVE-2021-4008,7.8
Open Design Alliance (ODA),CVE-2021-44423,3.3
Open Design Alliance (ODA),CVE-2021-44860,3.3
Open Design Alliance (ODA),CVE-2021-44859,3.3
Open Design Alliance (ODA),CVE-2021-44422,7.8
Open Design Alliance (ODA),CVE-2021-44422,7.8
Apache,CVE-2021-45105,5.3
Tencent,,4.3
Tencent,,8.8
Tencent,,8.8
Tencent,,8.8
Trend Micro,CVE-2021-44023,6.1
McAfee,CVE-2021-31850,5.9
Bentley,CVE-2021-34946,7.8
Bentley,CVE-2021-34945,7.8
Bentley,CVE-2021-34944,3.3
Bentley,CVE-2021-34943,3.3
Bentley,CVE-2021-34942,7.8
Bentley,CVE-2021-34941,7.8
Bentley,CVE-2021-34940,7.8
Bentley,CVE-2021-34939,7.8
Bentley,CVE-2021-34938,7.8
Bentley,CVE-2021-34937,7.8
Bentley,CVE-2021-34936,7.8
Bentley,CVE-2021-34935,7.8
Bentley,CVE-2021-34934,7.8
Bentley,CVE-2021-34933,7.8
Bentley,CVE-2021-34932,7.8
Bentley,CVE-2021-34931,7.8
Bentley,CVE-2021-34930,7.8
Bentley,CVE-2021-34929,7.8
Bentley,CVE-2021-34928,7.8
Bentley,CVE-2021-34927,7.8
Bentley,CVE-2021-34926,7.8
Bentley,CVE-2021-34925,7.8
Bentley,CVE-2021-34924,7.8
Bentley,CVE-2021-34923,7.8
Bentley,CVE-2021-34922,7.8
Bentley,CVE-2021-34921,7.8
Bentley,CVE-2021-34920,7.8
Bentley,CVE-2021-34919,7.8
Bentley,CVE-2021-34918,7.8
Bentley,CVE-2021-34917,7.8
Bentley,CVE-2021-34916,3.3
Bentley,CVE-2021-34915,7.8
Bentley,CVE-2021-34914,7.8
Bentley,CVE-2021-34912,7.8
Bentley,CVE-2021-34911,7.8
Bentley,CVE-2021-34910,3.3
Bentley,CVE-2021-34909,7.8
Bentley,CVE-2021-34908,7.8
Bentley,CVE-2021-34907,7.8
Bentley,CVE-2021-34906,7.8
Bentley,CVE-2021-34905,7.8
Bentley,CVE-2021-34904,7.8
Bentley,CVE-2021-34903,7.8
Bentley,CVE-2021-34902,3.3
Bentley,CVE-2021-34901,3.3
Bentley,CVE-2021-34900,7.8
Bentley,CVE-2021-34899,7.8
Bentley,CVE-2021-34898,7.8
Bentley,CVE-2021-34897,7.8
Bentley,CVE-2021-34896,7.8
Bentley,CVE-2021-34895,7.8
Bentley,CVE-2021-34894,7.8
Bentley,CVE-2021-34893,7.8
Bentley,CVE-2021-34892,7.8
Bentley,CVE-2021-34891,7.8
Bentley,CVE-2021-34890,3.3
Bentley,CVE-2021-34889,3.3
Bentley,CVE-2021-34888,3.3
Bentley,CVE-2021-34887,3.3
Bentley,CVE-2021-34886,3.3
Bentley,CVE-2021-34885,7.8
Bentley,CVE-2021-34884,3.3
Bentley,CVE-2021-34883,3.3
Bentley,CVE-2021-34882,3.3
Bentley,CVE-2021-34881,3.3
Bentley,CVE-2021-34880,7.8
Bentley,CVE-2021-34879,7.8
Bentley,CVE-2021-34913,7.8
Bentley,CVE-2021-34878,7.8
Bentley,CVE-2021-34877,7.8
Bentley,CVE-2021-34876,7.8
Bentley,CVE-2021-34875,7.8
Bentley,CVE-2021-34872,7.8
Bentley,CVE-2021-34874,7.8
Bentley,CVE-2021-34873,7.8
Bentley,CVE-2021-34871,7.8
Tencent,,8.8
Tencent,,3.3
Tencent,,8.8
Tencent,,4.3
Tencent,,4.3
Adobe,CVE-2021-44185,3.3
Adobe,CVE-2021-44186,3.3
Adobe,CVE-2021-44187,3.3
Tencent,,4.3
Tencent,,4.3
Tencent,,4.3
Tencent,,4.3
Tencent,,8.8
Tencent,,3.3
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,3.3
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,3.3
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,3.3
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,3.3
OpenText,,3.3
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,3.3
OpenText,,3.3
OpenText,,7.8
OpenText,,3.3
OpenText,,3.3
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,3.3
OpenText,,7.8
OpenText,,3.3
OpenText,,3.3
OpenText,,3.3
OpenText,,3.3
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,3.3
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,3.3
OpenText,,3.3
OpenText,,7.8
OpenText,,7.8
OpenText,,7.8
OpenText,,3.3
OpenText,,7.8
Avira,,7.0
Avira,,7.0
Avira,,7.0
Bitdefender,CVE-2021-3576,7.0
Delta Industrial Automation,CVE-2021-32969,7.8
Delta Industrial Automation,CVE-2021-32965,7.8
Jenkins,,6.5
Delta Industrial Automation,CVE-2021-43982,7.8
Esri,,7.8
Esri,,7.8
Apple,CVE-2021-30910,3.3
Apple,CVE-2021-30905,3.3
Bentley,CVE-2021-34984,3.3
Trend Micro,CVE-2021-44021,7.0
Trend Micro,CVE-2021-44020,7.0
Trend Micro,CVE-2021-44019,7.0
Open Design Alliance (ODA),CVE-2021-43272,7.8
Open Design Alliance (ODA),CVE-2021-43390,7.8
Open Design Alliance (ODA),CVE-2021-43391,7.8
Open Design Alliance (ODA),CVE-2021-43272,7.8
Bentley,CVE-2021-34985,3.3
Open Design Alliance (ODA),CVE-2021-43272,7.8
Open Design Alliance (ODA),CVE-2021-43273,3.3
Open Design Alliance (ODA),CVE-2021-43280,7.8
Open Design Alliance (ODA),CVE-2021-43280,7.8
Open Design Alliance (ODA),CVE-2021-44047,3.3
Open Design Alliance (ODA),CVE-2021-43582,7.8
Open Design Alliance (ODA),CVE-2021-43391,3.3
Open Design Alliance (ODA),CVE-2021-43273,3.3
Open Design Alliance (ODA),CVE-2021-44045,7.8
Open Design Alliance (ODA),CVE-2021-44047,7.8
Open Design Alliance (ODA),CVE-2021-43390,7.8
Open Design Alliance (ODA),CVE-2021-43390,7.8
Open Design Alliance (ODA),CVE-2021-44047,7.8
Open Design Alliance (ODA),CVE-2021-43280,7.8
Open Design Alliance (ODA),CVE-2021-44044,7.8
Open Design Alliance (ODA),CVE-2021-43280,7.8
Open Design Alliance (ODA),CVE-2021-43280,7.8
Open Design Alliance (ODA),CVE-2021-43280,7.8
Open Design Alliance (ODA),CVE-2021-43280,7.8
Open Design Alliance (ODA),CVE-2021-44048,7.8
